Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
39,1857,1857/04,Nebraska,Plattsmouth,Plattsmouth,41.00811,-95.88749,"April: Plattsmouth vigilantes launch a raid against an alleged gang of horse thieves - the Johnson gang. The vigilantes siezed Mrs. Johnson when she attempted to cross the Missouri river and held her in custody. They then raided the Johnson residence, capturing a number of people. The vigilantes proceeded to drown three Johnson men and one Kelly in the Missouri river, and banished the rest to Iowa. A teacher, T.M. Marquett, reported to be among the vigilante ranks.","Olive Gass, The Vigilantes, Nebraska's First Defenders, Nebraska History Magazine, 3-18.",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Woman,Lethal Violence; Seized Person(s),4,,T.M. Marquett,Johnson; Mrs. Johnson; Kelly,PTH
40,1857,1857/05,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"May: Striking RR workers use violence to prevent trains from running. On the 1st they ambushed a train leaving Baltimore at a deep cuty at Jackson's bridge. Shots were exchanged with police. One train got through, three others did not. A similar confrontation occurred Sunday. Several strikers wounded both days, and on the 2nd one was killed. The rioters also spiked tracks. After 3rd some settlement was reached. Slight to workers.","Scharf.Chronicles, p.555-557",Labor; Law,Striker; Worker; Railroad Worker,Railroad,Lethal Violence; Property Destroyed; Strike,1,,,,
41,1857,1857/05,Vermont,Bakersfield,"Bakersfield, VT",44.78215,-72.80225,May: Crowd fires into house of Salmon Stebbins; he returns fire and kills Perley Childs. The crowd were involved in a Charivari - at least 25 involved.,"Roth, ""Notes""",Unknown,Unknown,Unknown,Lethal Violence,1,,Perley Childs,Salmon Stebbins,PTH Edits
42,1857,1857/08,Minnesota,Gull Lake,"Gull Lake, Morrison Co.",46.40961,-94.35711,"August: Joe Shambeau, Jimmy, and Charles Gebabish allegedly murdered a man at Gull Lake. Two of the accused were described as Natives, and one was labeled a ""half-breed."" A group of Natives and some whites arrested the three, and Sheriff Poe (?) prepared to bring the three to authorities in St. Paul. En route, a group of white vigilantes intercepted the Sheriff and, holding him, seized the prisoners. They proceeded to lynch the men.","New York Times, September 7, 1857. Robert D. Pomperoy, ""Morrison County's Only Lynching"" (1966, unpublished manuscript, Minnesota Historical Society, St Paul); John D. Bessler, Legacy of Violence: Lynch Mobs and Executions in Minnesota (Minneapolis: University of Minnesota Press, 2003), 5; Ziebarth, ""Judge Lynch in Minnesota,"" 72 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Racial,Vigilante; White,Native; Alleged Murderer; Legal; Sheriff,Lethal Violence,3,,,Joe Shambeau; Jimmy; Charles Gebabish; Poe,PTH
1,1858,1858/01,Texas,Brownsville,"Brownsville, TX",25.91386,-97.48877,January: Unknown Mexican hanged for alleged murder.,"Brownsville Nueces Valley Weekly, 23. Jan 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
2,1858,1858/02,California,Monterey,"Monterey, CA",36.60231,-121.89565,February: Jesus Anastasia lynched for alleged murder.,"Nevada Journal, 26 Feb. 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Jesus Anastasia,PTH
3,1858,1858/03,New Mexico,Albuquerque,"Albuquerque, NM",35.0834,-106.65368,March: Carlos Martínez beaten and hanged for alleged assault on girl aged 8 or 9.,"Sante Fe Weekly Gazette, 1 May 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Assailant,Lethal Violence; Non-Lethal Violence,1,,,Carlos Martínez,PTH
4,1858,1858/04,Kansas,Ft. Scott,"Ft. Scott, Kansas",37.834166,-94.70688,"April: Eight free-soilers led by James Montgomery fire upon dragoons, killing two, and wounding four.","Nichols.Bleeding Kansas, p.224-225",Slavery; Racial; Vigilante; Law,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Dragoon,Lethal Violence; Non-Lethal Violence,2,4,James Montgomery,,
5,1858,1858/05,New Mexico,El Moro,"El Moro, NM",35.04345,-108.32109,May: Unknown Mexican lynched for alleged murder.,"Sante Fe Weekly Gazette, 15 May 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
6,1858,1858/05,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,"May: On the 13th, Santos Peralta lynched for alleged murder.","Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Santos Peralta,PTH
7,1858,1858/05,Kansas,SE Kansas,SE Kansas,37.410671,-95.071956,"May: Marceis des Cygnes massacre. Proslavery forced under Charles Hamilton round up free-soil men. They take nine, formed a firing squad and shot them. Five were killed, four wounded, but pretended to be dead.","Nichols.Bleeding Kansas, p.227",Slavery; Vigilante; Law; Racial; Political; Land,Pro-Slavery; Border Ruffian; Vigilante; Miltia,Free-Soiler; Anti-Slavery; Free-Stater,Lethal Violence,5,4,Charles Hamilton,,
8,1858,1858/06,Louisiana,New Orleans,New Orleans,29.944425,-90.08651,"June: A committee of vigilance backed by one thousand men seized the state arsenal, the jail and large sections of the city. Well armed and with artillery they cowed local know-nothings officials. The committee wanted orderly elections. Know-nothing crowds wanted more action, and attempted an assault on the force with no success. After the election, which was peaceful, the committee disbanded its forces, although many leaders and some followers left the city. Some 11 people died during the action, at least 5 accidentally.","Asbury.French Quarter, p.298-314",Political; Vigilante,Vigilante; Vigilance Committee; Political,Nativist; Know Nothing; Political,Threat; Lethal Violence,11,,,,
9,1858,1858/12,Missouri,Western Missouri,Western Missouri,38.581279,-94.251961,"December: John Brown leads a raid from Kansas along the Little Osege River. Captures 11 slaves, belonging to 3 families, and all other removeable property - horses and clothing taken from about a dozen families. They killed only one man in the process.","Nichols.Bleeding Kansas, p.235-236",Slavery; Racial; Vigilante; Law,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Pro-Slavery; Border Ruffian; Slaveholder,Prison Break; Lethal Violence; Seized Property,1,,John Brown,,
10,1858,1858/01,Indiana,Ligonier,"Ligonier, Noble Co.",41.46325,-85.58987,January: McClain and McDougal hanged for alleged counterfeiting,"New York Times, Janurary 30, 1858; February 8, 1858 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Counterfeiter,Lethal Violence,2,,,McClain; McDougal,PTH
11,1858,1858/03,Nebraska,Omaha,"Omaha, NE",41.25819,-95.93812,"March: Two alleged horse thieves, Harvey Braden and John Daley, were arrested and incarcerated in Omaha. A lynch mob gathered at the prison, seized the men, and proceeded to hang them.","Alfred R. Sorenson, Early History of Omaha (Omaha, NE: Daily Bee, 1876), 118.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Theif; Alleged Horse Theif; Legal; Jail,Seized Person(s); Lethal Violence; Extraction,2,,,Harvey Braden; John Daley,PTH
12,1858,1858/05,Texas,San Antonio,"Near San Anontio, TX",29.488912,-98.532532,"May: On the 29th, 40 masked men seized Nicanor Urdiales, Pablo Longoria, Francisco Huizan, and Felipe Lopez from Mission San Jose for alleged theft. The vigilantes lynched the men.","San Antonio Ledger, 12 June 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Seized Person(s); Lethal Violence,4,,,Nicanor Urdiales; Pablo Longoria; Francisco Huizan; Felipe Lopez,PTH
13,1858,1858/05,Iowa,Iowa City,Iowa City,41.66013,-91.53103,"May: Philip Clark and Boyd Wilkinson locked in a land dispute. Wilkinson had allegedly beaten Clark, arousing anger in the community. On May 10, Clark's barn burned down, and Clark and his friends suspect Wilkinson of arson. A committee met in Iowa City, with Henry Felkner president and Samuel McCory secretary. The committee authorized force. A group consisting of Clark, Henry Gray, F.M. Irish, Alfred Curtis, Charle Dow, Daniel Marshall, Samuel Shellady, G.W. Rawson, Charles Brown, James Taylor, John McGuire, and Peter Conboy siezed Wilkinson. At least thirty-five men were part of the vigilantes. Wilkinson drowned in the Iowa River. The men swore he jumped in himself, but lynching probable. No attempt was made to save Wilkinson. A court case followed, and the governor pardoned at least on of the vigilantes. ","Erik McKinley Eriksson, ""The Boyd Wilkinson Case,"" The Palimpset 6 (1925), 95-104.",Land; Law; Vigilante,Squatter; Vigilante,Squatter; Alleged Criminal; Alleged Arsonist,Lethal Violence; Seized Person(s),1,,Philip Clark; Henry Gray; F.M. Irish; Alfred Curtis; Charle Dow; Daniel Marshall; Samuel Shellady; G.W. Rawson; Charles Brown; James Taylor; John McGuire; Peter Conboy; Henry Felkner; Samuel McCory,Boyd Wilkinson,PTH
14,1858,1858/06,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,June: Joaquin Valenzuela and Luciano Tapia lynched for alleged murder.,"Angel, History of San Luis Obispo County as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,2,,,Joaquin Valenzuela; Luciano Tapia,PTH
15,1858,1858/06,Kansas,Lawrence,Lawrence,38.9716,-95.23499,"June: Land claim dispute turned deadly in Kansas between two Free-Soil men. Gaius (called Davis in paper) Jenkins was in the habit of fetching water from a well located on a disputed claim. Jenkins went to the well with an ax and four armed friends. James Lane, the other claimant, ordered Jenkins not to approach lest he be shot. Jenkins continued to advance, at which point Lane produced a shotgun and fired. 98 shot hit Jenkins in the breast, legs, and stomach, killing him. One of Jenkins's friends returned fire, hitting Lane in the leg. Lynching was threatened after, but the law intervened. ","The Nebraska City News, June 12, 1858.",Land; Vigilante; Law,Squatter; Free-Soiler; Vigilante,Squatter; Free-Soiler,Lethal Violence; Non-Lethal Violence; Threat,1,1,James Lane; Gaius Jenkins,James Lane; Gaius Jenkins,PTH
16,1858,1858/06,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,"June: On the 12th, Pío Linares shot for alleged murder.","Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Pío Linares,PTH
17,1858,1858/06,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,"June: On the 14th, Miguel Blanco, Rafael Herrada, and Deiderio Grijalva lynched for alleged murder.","Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,3,,,Miguel Blanco; Rafael Herrada; Deiderio Grijalva,PTH
18,1858,1858/06,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,"June: On the 19th, José Antonio García lynched for alleged murder.","Los Angeles Star, 12 June 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Antonio García,PTH
19,1858,1858/06,California,San Luis Obispo,San Luis Obispo,35.2807,-120.6605,"June: On the 28th, Nieves Robles shot for alleged murder.","Angel, History of San Luis Obispo County as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Nieves Robles,PTH
20,1858,1858/06,Nebraska,Elkhorn,Elkhorn,41.28582,-96.23711,"June: A man named Newman allegedly jumped the claim of a man named Mathews. A feud erupts over the timber rights on the disputed land. Mathews and the claim club go to visit Newman. Newman flees to his house, but Mathews shoots him.","Nebraska Advertister, June 24, 1858",Land; Vigilante; Law,Claim Club; Squatter; Vigilante,Squatter,Lethal Violence,1,,Mathews,Newman,PTH
21,1858,1858/11,California,Santa Barbara,Santa Barbara,34.42414,-119.69101,"November: On the 30th, Pancho Daniel ""taken from jail and hanged"" for alleged murder.","Los Angeles Star, 12 June 1858 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Legal; Jail; Prisoner,Seized Person(s); Lethal Violence; Extraction,1,,,Pancho Daniel,PTH
22,1858,1858/12,Kansas,Fort Scott,"Fort Scott, Kansas",37.83982,-94.70493,"December: James Montgomery leads free-soilers in jail rescue of Benjamin Rice. Only one pro-slaver resisted, J.H. Little. After he fired on the rescuers, he was killed by the return fire. The jayhawkers then plundered $7,000 worth of goods from his store.","Nichols.Bleeding Kansas, p.235",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Pro-Slavery; Border Ruffian; Vigilante; Militia; Merchant,Seized Property; Extraction; Lethal Violence,1,,James Montgomery,J.H. Little,
23,1858,1858/12,Minnesota,Lexington,"Lexington, Le Sueur Co",45.13737,-93.16735,December: Charles Rinehard hanged for alleged murder,"Bessler, Legacy of Violence, 5-6 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Charles Rinehart,PTH
1,1859,,Colorado,Cache La Poudre,Cache La Poudre,40.59839,-105.08244,Unknown victim lynched for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
2,1859,1859/01,Missouri,Troy,"Troy, Lincoln Co., Missouri",38.97938,-90.98065,January: Burning of enslaved man belonging to Simeon Thornhill for allegedly murdering master,"Maysville Eagle (Maysville, KY). January 8, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer,Lethal Violence; Mutilation,1,,,,PTH
3,1859,1859/01,Missouri,Kansas-Missouri border,Kansas-Missouri border,38.729765,-94.620364,"January: Captain Ely Snyder leads jayhawking raid into Missouri, attacking a Ruffian headquarters. When they refused to surrender, Snyder had the building burnt. Four men perished in the flames.","Nichols.Bleeding Kansas, p.238",Slavery; Racial; Vigilante; Law,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Pro-Slavery; Border Ruffian; Vigilante; Militia,Lethal Violence; Property Destroyed,4,,Ely Snyder,,
4,1859,1859/04,Colorado,Denver,"Denver, CO",39.74092,-104.99385,April: A People's Court lynches John Stuffle for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,,1,,,John Stuffle,PTH
5,1859,1859/04,Texas,Smithfield,"Smithfield, Polk Co., TX",30.80538,-94.91311,"April: Burning of Alfred, an enslaved man belonging to a Mr. Roper for alleged murder and robbery of master","Galveston Weekly News, May 17, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Murderer; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,Alfred,PTH
6,1859,1859/04,Minnesota,Wright Co.,"Wright Co., MN",45.20275,-93.94657,April: Lynching of Oscar F. Jackson for an unknown offense.,"New York Times, August 1859 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal,Lethal Violence,1,,,Oscar F. Jackson,PTH
7,1859,1859/05,Arizona,Sonoita Valley,"Sonoita Valley, AZ",31.67984,-110.65523,"May: On the 9th, four unknown Mexicans shot and killed. An Anglo had been murdered, and other Anglos were attempting to drive Mexicans from the region when the killings occured.","Tuscon Weekly Arizonian, 12-28 May 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; White; Anglo,Mexican; Hispanic; Catholic,Lethal Violence,4,,,,PTH
